id,brand,mold,type,speed,glide,turn,fade
INNOVA_LION,Innova,Lion,Midrange,5,4,0,2
LATITUDE_64_ANCHOR,Latitude 64,Anchor,Midrange,5,4,0,3
LATITUDE_64_CLAYMORE,Latitude 64,Claymore,Midrange,5,5,-1,1
LATITUDE_64_COMPASS,Latitude 64,Compass,Midrange,5,5,0,1
LATITUDE_64_FUSE,Latitude 64,Fuse,Midrange,5,6,-1,0
LATITUDE_64_MACE,Latitude 64,Mace,Midrange,5,5,0,2
LEGACY_GAUGE,Legacy Discs,Gauge,Midrange,5,5,0,1
LEGACY_PURSUIT,Legacy Discs,Pursuit,Distance,5,3,0,3
LIGHTNING_#2_HOOKSHOT,Lightning Discs,#2 Hookshot,Midrange,5,5,-1,3
HYZER_BOMB_MORTAR,Hyzer Bomb,Mortar,Midrange,5,3,0,3
MILLENIUM_SENTINEL_MF,Millennium Golf Discs,Sentinel MF,Midrange,5,4,0,4
MINT_BOBCAT,Mint Discs,Bobcat,Midrange,5,5,0,2
MVP_AXIS,MVP Disc Sports,Axis,Midrange,5,5,-1,1
MVP_DEFLECTOR,MVP Disc Sports,Deflector,Midrange,5,3.5,0,4
MVP_MATRIX,MVP Disc Sports,Matrix,Midrange,5,4,-1,2
MVP_VECTOR,MVP Disc Sports,Vector,Midrange,5,4,0,2
PRODIGY_M2,Prodigy Disc,M2,Midrange,5,4,0,2
PRODIGY_M3,Prodigy Disc,M3,Midrange,5,5,-1,2
PRODIGY_M4,Prodigy Disc,M4,Midrange,5,5,-1,1
PRODIGY_M5,Prodigy Disc,M5,Midrange,5,5,-3,1
PRODIGY_NEW_M1,Prodigy Disc,New M1,Midrange,5,4,0,3
PRODISCUS_MIDARI,Prodiscus,Midari,Midrange,5,4,-1,2
REPTILIAN_GILA,Reptilian Disc Golf,Gila,Midrange,5,4,0,3
STORM_THE_EYE,Storm Disc Golf,The Eye,Midrange,5,5,-1,1
STREAMLINE_RUNWAY,Streamline Discs,Runway,Midrange,5,4,0,3.5
WESTSIDE_BARD,Westside Golf Discs,Bard,Midrange,5,4,0,3
WESTSIDE_PINE,Westside Golf Discs,Pine,Midrange,5,4,0,2
WESTSIDE_SLING,Westside Golf Discs,Sling,Midrange,5,5,0,1
WESTSIDE_TURSAS,Westside Golf Discs,Tursas,Midrange,5,5,-2,1
WESTSIDE_TURSAS_VIP_AIR,Westside Golf Discs,Tursas VIP Air,Midrange,5,5,-2,1
WESTSIDE_WARSHIP,Westside Golf Discs,Warship,Midrange,5,6,0,1
WESTSIDE_WARSHIP_VIP_AIR,Westside Golf Discs,Warship VIP Air,Midrange,5,6,0,1
YIKUN_KUI,Yikun Sports,Kui,Midrange,5,5,0,2
AXIOM_PYRO,Axiom Discs,Pyro,Midrange,5,4,0,2.5
PRODIGY_MX-3,Prodigy,MX-3,Midrange,5,4,0,2
AGL_MAGNOLIA,Above Ground Level,Magnolia,Midrange,5,4,0,2
DISCMANIA_METHOD,Discmania,Method,Midrange,5,5,0,3
YIKUN_TOMAHAWK,Yikun Sports,Tomahawk,Midrange,5,6,0,0
DGA_RIFT,Disc Golf Association,Rift,Midrange,5,4,-1,1.5
DISCRAFT_MALTA,Discraft,Malta,Midrange,5,4,1,3
ABC_MISSION,ABC Discs,Mission,Midrange,4,5,-1,2
AXIOM_ALIAS,Axiom Discs,Alias,Midrange,4,4,-1,1
AXIOM_THEORY,Axiom Discs,Theory,Midrange,4,4,-1.5,1
DAREDEVIL_CARIBOU,Daredevil Discs,Caribou,Midrange,4,5,-3,1
DAREDEVIL_GRIZZLY,Daredevil Discs,Grizzly,Midrange,4,4,-1,2
DAREDEVIL_MOOSE,Daredevil Discs,Moose,Midrange,4,5,0,2
DAREDEVIL_PTERANODON,Daredevil Discs,Pteranodon,Midrange,4,6,-2,1
DAREDEVIL_WALRUS,Daredevil Discs,Walrus,Midrange,4,5,0,3
DGA_PROLINE_BREAKER,Disc Golf Association,Proline Breaker,Midrange,4,3,0,3
DISCMANIA_MD,Discmania,MD,Midrange,4,5,0,0
DISCMANIA_MD1_-_MIDRANGE_DRIVER,Discmania,MD1 - Midrange Driver,Midrange,4,4,0,2
DISCMANIA_MD2_-_FIEND,Discmania,MD2 - Fiend,Midrange,4,5,0,2
DISCRAFT_COMET,Discraft,Comet,Midrange,4,5,-2,1
DISCRAFT_METEOR,Discraft,Meteor,Midrange,4,5,-3,1
DISCRAFT_ZONE,Discraft,Zone,Midrange,4,3,0,3
DYNAMIC_SUSPECT,Dynamic Discs,Suspect,Midrange,4,3,0,3
ELEMENT_URANIUM,Element Discs,Uranium,Midrange,4,2,0,2
FULL_TURN_PASSPORT,Full Turn Discs,Passport,Putter,4,4,-1,1
GURU_THOR,Guru Disc Golf,Thor,Midrange,4,4,0,2
INNOVA_COBRA,Innova,Cobra,Midrange,4,5,-2,2
INNOVA_COYOTE,Innova,Coyote,Midrange,4,5,0,1
INNOVA_MAKO,Innova,Mako,Midrange,4,5,0,0
INNOVA_RAT,Innova,Rat,Midrange,4,2,0,3
INNOVA_ROC,Innova,Roc,Midrange,4,4,0,3
INNOVA_SHARK,Innova,Shark,Midrange,4,4,0,2
INNOVA_STINGRAY,Innova,Stingray,Midrange,4,5,-3,1
INNOVA_VROC,Innova,VRoc,Midrange,4,4,0,1
INNOVA_WOLF,Innova,Wolf,Midrange,4,3,-4,1
LATITUDE_64_FUJI,Latitude 64,Fuji,Midrange,4,4,0,2
LATITUDE_64_PAIN,Latitude 64,Pain,Midrange,4,4,0,3
LATITUDE_64_PEARL,Latitude 64,Pearl,Midrange,4,6,-4,0
LATITUDE_64_SPIKE,Latitude 64,Spike,Putter,4,3,-1,1
LEGACY_GHOST,Legacy Discs,Ghost,Midrange,4,5,0,3
LEGACY_RECLUSE,Legacy Discs,Recluse,Midrange,4,3,0,4
LIGHTNING_#3_HOOKSHOT,Lightning Discs,#3 Hookshot,Midrange,4,5,-1,2
MILLENIUM_MIDRANGE_MS/AURORA,Millennium Golf Discs,Midrange MS/Aurora,Midrange,4,5,-1,1
MILLENIUM_QMS,Millennium Golf Discs,QMS,Midrange,4,5,0,0
MILLENIUM_TAURUS,Millennium Golf Discs,Taurus,Midrange,4,4,0,4
MVP_TANGENT,MVP Disc Sports,Tangent,Midrange,4,4,-0.5,0.5
MVP_TENSOR,MVP Disc Sports,Tensor,Midrange,4,4,0,2.5
MVP_VERTEX,MVP Disc Sports,Vertex,Midrange,4,4,-2,0.5
PRODIGY_A2,Prodigy Disc,A2,Putter,4,4,0,3
PRODIGY_A3,Prodigy Disc,A3,Putter,4,4,0,2.5
PRODIGY_A4,Prodigy Disc,A4,Putter,4,4,-1,2
PRODISCUS_JOKERI,Prodiscus,Jokeri,Putter,4,3,0,2
VIKING_AXE,Viking Discs,Axe,Midrange,4,3,0,1
VIKING_LOKI,Viking Discs,Loki,Midrange,4,2,0,4
VIKING_NORDIC_WARRIOR,Viking Discs,Nordic Warrior,Midrange,4,4,0,2
WESTSIDE_ANVIL,Westside Golf Discs,Anvil,Midrange,4,2,0,4
WESTSIDE_HARP,Westside Golf Discs,Harp,Midrange,4,3,0,3
YIKUN_CROSSBOW_YIKUN,Yikun Sports,Crossbow_yikun,Midrange,4,2,0.5,4
YIKUN_YAO,Yikun Sports,Yao,Midrange,4,4,0,2
DGUK_THE_BARON,Disc Golf UK,The Baron,Midrange,4,3,0,2.5
DISCMANIA_SPRING_OX,Discmania,Spring Ox,Midrange,4,3,0,2
INNOVA_WEDGE,Innova,Wedge,Putter,3.5,3,-3,1
INFINITE_COHORT,Infinite Discs,Cohort,Putter,3.5,4,0,1
ABOVE_GROUND_LEVEL_MADRONE,Above Ground Level,Madrone,Putter,3,3,0,1
ABOVE_GROUND_LEVEL_MANZANITA,Above Ground Level,Manzanita,Putter,3,3,0,2
AQUAFLIGHT_PEACE_FROG,AquaFlight Discs,Peace Frog,Putter,3,3,0,1
ARSENAL_C4,Arsenal Discs,C4,Putter,3,3,0,1
AXIOM_ENVY,Axiom Discs,Envy,Putter,3,3,0,2
AXIOM_PROXY,Axiom Discs,Proxy,Putter,3,3,-1,0.5
BLACK_ZOMBIE_CHAINSAW,Black Zombie Disc Golf,Chainsaw,Putter,3,5,0,1
CROSSLAP_CREDO,Crosslap Discgolf Parks,Credo,Putter,3,2,0,3
DGA_BLOWFLY_II,Disc Golf Association,Blowfly II,Putter,3,2,-1,1
DISCMANIA_P3_-_PUTT_&_APPROACH,Discmania,P3 - Putt & Approach,Putter,3,2,0,3
DISCMANIA_P3X,Discmania,P3x,Putter,3,2,0,3
DISCRAFT_CHALLENGER_OS,Discraft,Challenger OS,Putter,3,5,0,2.5
DISCRAFT_LUNA,Discraft,Luna,Putter,3,4,0,2
DISCRAFT_RINGER,Discraft,Ringer,Putter,3,4,0,2
DISCRAFT_RINGER_GT,Discraft,Ringer GT,Putter,3,3,0,3
DYNAMIC_DEPUTY,Dynamic Discs,Deputy,Putter,3,4,-1.5,0
DYNAMIC_GAVEL,Dynamic Discs,Gavel,Putter,3,5,-2,0.5
DYNAMIC_MARSHAL,Dynamic Discs,Marshal,Putter,3,4,0,1
DYNAMIC_SLAMMER,Dynamic Discs,Slammer,Putter,3,2,0,3
ELEMENT_PLUTONIUM,Element Discs,Plutonium,Putter,3,3,0,1
FLY_HIGH_AK-47,Fly High Discs,AK-47,Putter,3,4,0,1
FLY_HIGH_WHITE_WIDOW,Fly High Discs,White Widow,Putter,3,4,-1,0
GALAXY_SATELLITE,Galaxy Disc Golf,Satellite,Putter,3,4,0,1
GATEWAY_CHIEF,Gateway Disc Sports,Chief,Putter,3,3,0,1
GATEWAY_CHIEF_OS,Gateway Disc Sports,Chief OS,Putter,3,3,0,2
GATEWAY_DEVILHAWK,Gateway Disc Sports,Devilhawk,Putter,3,3,0,2
GATEWAY_SHAMAN,Gateway Disc Sports,Shaman,Putter,3,3,-1,1
INFINITE_TOMB,Infinite Discs,Tomb,Putter,3,4,0,1
INNOVA_AERO,Innova,Aero,Putter,3,6,0,0
INNOVA_AVIARX3,Innova,AviarX3,Putter,3,2,0,3
INNOVA_AVIAR_3,Innova,Aviar 3,Putter,3,2,0,2
INNOVA_AVIAR_XD,Innova,Aviar XD,Putter,3,4,-1,1
INNOVA_BULLFROG,Innova,Bullfrog,Putter,3,1,0,1
INNOVA_CLASSIC_ROC,Innova,Classic Roc,Putter,3,3,0,2
INNOVA_COLT,Innova,Colt,Putter,3,4,-1,1
INNOVA_DART,Innova,Dart,Putter,3,4,0,0
INNOVA_HYDRA,Innova,Hydra,Putter,3,3,0,1
INNOVA_MIRAGE,Innova,Mirage,Putter,3,4,-3,0
INNOVA_PIG,Innova,Pig,Putter,3,1,0,3
INNOVA_STUD,Innova,Stud,Putter,3,3,0,2
KASTAPLAST_REKO,Kastaplast,Reko,Putter,3,3,0,1
KESTREL_BEGINNER_MID-RANGE,Kestrel Outdoors,Beginner Mid-Range,Midrange,3,3,0,2
LATITUDE_64_BITE,Latitude 64,Bite,Putter,3,3,0,0
LATITUDE_64_PURE,Latitude 64,Pure,Putter,3,3,-1,1
LATITUDE_64_RUBY,Latitude 64,Ruby,Putter,3,5,-3,1
MVP_ATOM,MVP Disc Sports,Atom,Putter,3,3,0,1
MVP_PARTICLE,MVP Disc Sports,Particle,Putter,3,3,0,2.5
OBSISIAN_SPLINTER,Obsidian Discs,Splinter,Putter,3,2,0,3.5
PLASTIC_ADDICTS_HABIT,Plastic Addicts,Habit,Putter,3,5,-1,0
PRODIGY_A1,Prodigy Disc,A1,Putter,3,3,0,3
PRODIGY_PA1,Prodigy Disc,PA1,Putter,3,3,0,2
PRODIGY_PA2,Prodigy Disc,PA2,Putter,3,3,0,1
PRODIGY_PA3,Prodigy Disc,PA3,Putter,3,4,0,1
PRODIGY_PA4,Prodigy Disc,PA4,Putter,3,3,-1,1
PRODISCUS_SPARTA,Prodiscus,Sparta,Putter,3,3,0,0.5
REPTILIAN_STEGO,Reptilian Disc Golf,Stego,Putter,3,1,1,4
RPM_RURU,RPM Discs/Disc Golf Aotearoa,Ruru,Putter,3,3,0,1
RPM_TEMOKO,RPM Discs/Disc Golf Aotearoa,Temoko,Midrange,3,4,0,0
RPM_TUI,RPM Discs/Disc Golf Aotearoa,Tui,Putter,3,4,-1,0
STORM_THE_CRATER,Storm Disc Golf,The Crater,Putter,3,2,0,3
WESTSIDE_CROWN,Westside Golf Discs,Crown,Putter,3,4,0,1
WESTSIDE_MAIDEN,Westside Golf Discs,Maiden,Putter,3,4,0,1
WESTSIDE_SHIELD,Westside Golf Discs,Shield,Putter,3,3,0,1
WESTSIDE_SWAN,Westside Golf Discs,Swan,Putter,3,3,-1,0
WESTSIDE_SWAN_REBORN,Westside Golf Discs,Swan Reborn,Putter,3,3,-2.5,0
YIKUN_WINGS,Yikun Sports,Wings,Midrange,3,3,0,2
MVP_ENTROPY,MVP Disc Sports,Entropy,Putter,3,3,0,4
STREAMLINE_STABILIZER,Streamline Discs,Stabilizer,Putter,3,3,0,3
MINT_PROFIT,Mint Discs,Profit,Putter,3,3,0,1
MVP_ANODE,MVP Disc Sports,Anode,Putter,2.5,3,0,0.5
MVP_ION,MVP Disc Sports,Ion,Putter,2.5,3,0,1.5
MVP_SPIN,MVP Disc Sports,Spin,Putter,2.5,4,-2,0
ABC_MONEY,ABC Discs,Money,Putter,2,3,0,2
DAREDEVIL_BEAVER,Daredevil Discs,Beaver,Putter,2,3,0,1
DAREDEVIL_BIGHORN,Daredevil Discs,Bighorn,Putter,2,3,0,1
DAREDEVIL_GREAT_HORNED_OWL,Daredevil Discs,Great Horned Owl,Putter,2,3,0,1
DAREDEVIL_POLAR_BEAR,Daredevil Discs,Polar Bear,Putter,2,3,-1,1
DAREDEVIL_WOODCHUCK,Daredevil Discs,Woodchuck,Putter,2,2,-1,0
DGA_BLUNT,Disc Golf Association,Blunt,Putter,2,2,-1,2
DGA_GUMBPUTT,Disc Golf Association,Gumbputt,Putter,2,2,0,2
DGA_POWERDRIVE,Disc Golf Association,Powerdrive,Putter,2,2,-2,1
DGA_REEF,Disc Golf Association,Reef,Putter,2,2,-1,1
DGA_STEADY,Disc Golf Association,Steady,Putter,2,4,0,2
DGA_TITANIC,Disc Golf Association,Titanic,Putter,2,2,0,2
DISC_KING_LEX,Disc King,Lex,Putter,2,3,0,1
DISCMANIA_P1_-_MANIAC,Discmania,P1 - Maniac,Putter,2,3,0,0
DISCMANIA_P1X,Discmania,P1x,Putter,2,3,0,0
DISCMANIA_P2_-_PSYCHO,Discmania,P2 - Psycho,Putter,2,3,0,1
DISCRAFT_APX,Discraft,APX,Putter,2,3,-1,1
DISCRAFT_BANGER-GT,Discraft,Banger-GT,Putter,2,3,0,1
DISCRAFT_CHALLENGER,Discraft,Challenger,Putter,2,3,0,2
DISCRAFT_CHALLENGER_SS,Discraft,Challenger SS,Putter,2,4,-1,2
DISCRAFT_FOCUS,Discraft,Focus,Putter,2,3,-1,2
DISCRAFT_MAGNET,Discraft,Magnet,Putter,2,3,-1,2
DISCRAFT_PUTT'R,Discraft,Putt'r,Putter,2,3,-2,1
DISCRAFT_RATTLER_PUTTER,Discraft,Rattler Putter,Putter,2,3,-1,1
DISCRAFT_ROACH,Discraft,Roach,Putter,2,4,0,1
DYNAMIC_GUARD,Dynamic Discs,Guard,Putter,2,5,0,0.5
DYNAMIC_JUDGE,Dynamic Discs,Judge,Putter,2,4,0,1
DYNAMIC_WARDEN,Dynamic Discs,Warden,Putter,2,4,0,0.5
ELEMENT_IRIDIUM,Element Discs,Iridium,Putter,2,3,0,2
GALAXY_MAGNETON,Galaxy Disc Golf,Magneton,Putter,2,3,0,2
GATEWAY_MAGIC,Gateway Disc Sports,Magic,Putter,2,3,-1,0
GATEWAY_VOODOO,Gateway Disc Sports,Voodoo,Putter,2,3,0,2
GATEWAY_WARLOCK,Gateway Disc Sports,Warlock,Putter,2,3,0,1
GATEWAY_WARSPEAR,Gateway Disc Sports,Warspear,Putter,2,3,0,2.5
GATEWAY_WIZARD,Gateway Disc Sports,Wizard,Putter,2,3,0,2
GURU_MJØLNER,Guru Disc Golf,Mjølner,Putter,2,3,0,1
INFINITE_MYTH,Infinite Discs,Myth,Putter,2,3,0,2
INNOVA_AVIAR,Innova,Aviar,Putter,2,3,0,1
INNOVA_NOVA,Innova,Nova,Putter,2,3,0,0
INNOVA_RHYNO,Innova,Rhyno,Putter,2,1,0,3
INNOVA_WHALE,Innova,Whale,Putter,2,3,0,1
LATITUDE_64_CALTROP,Latitude 64,Caltrop,Putter,2,2,0,2
LATITUDE_64_DAGGER,Latitude 64,Dagger,Putter,2,5,0,1
LATITUDE_64_GAUNTLET,Latitude 64,Gauntlet,Putter,2,4,0,1
LATITUDE_64_MACANA,Latitude 64,Macana,Putter,2,5,0,1
LATITUDE_64_MERCY,Latitude 64,Mercy,Putter,2,4,0,1
LATITUDE_64_SAREK,Latitude 64,Sarek,Putter,2,4,0,1.5
LATITUDE_64_SINUS_AP,Latitude 64,Sinus AP,Putter,2,2,0,2
LATITUDE_64_SINUS_SP,Latitude 64,Sinus SP,Putter,2,2,0,2
LEGACY_CLOZER,Legacy Discs,Clozer,Putter,2,3,0,2
LEGACY_CLUTCH,Legacy Discs,Clutch,Putter,2,3,0,1
LEGACY_HUNTER,Legacy Discs,Hunter,Putter,2,4,0,0
LEGACY_PROWLER,Legacy Discs,Prowler,Putter,2,3,0,1.5
MILLENIUM_OMEGA,Millennium Golf Discs,Omega,Putter,2,3,-1,1
HYZER_BOMB_TANK_-_PANZER,Hyzer Bomb,Tank - Panzer,Putter,2,2,0,3
REPTILIAN_SCALE,Reptilian Disc Golf,Scale,Putter,2,1,0,3
REPTILIAN_SERPENT,Reptilian Disc Golf,Serpent,Putter,2,2,0,0
SKYQUEST_CHAINZILLA,Skyquest Discs,Chainzilla,Putter,2,3,-1,1
STREAMLINE_PILOT,Streamline Discs,Pilot,Putter,2,5,-1,1
UB_LEX,UB Disc Golf,Lex,Putter,2,3,0,1
VIKING_KNIFE,Viking Discs,Knife,Putter,2,3,0,2
VIKING_RUNE,Viking Discs,Rune,Putter,2,4,0,0
YIKUN_GUI,Yikun Sports,Gui,Putter,2,3,0,2
YIKUN_HAMMER,Yikun Sports,Hammer,Putter,2,3,0,3
TOKYO_REI,Tokyo Discs,Rei,Putter,2,5,0,1
INFINITE_SCARAB,Infinite Discs,Scarab,Putter,2,4,0,1
DISCMANIA_LINK,Discmania,Link,Putter,2,3,0,1
YIKUN_METEOR_HAMMER,Yikun Sports,Meteor Hammer,Putter,2,3,0,0
STORM_RADAR,Storm Disc Golf,Radar,Putter,2,5,0,0.5
INNOVA_BIRDIE,Innova,Birdie,Putter,1,2,0,0
INNOVA_POLE_CAT,Innova,Pole Cat,Putter,1,3,0,0
INNOVA_SONIC,Innova,Sonic,Putter,1,2,-4,0
KASTAPLAST_BERG,Kastaplast,Berg,Putter,1,1,0,2
KESTREL_BEGINNER_PUTTER,Kestrel Outdoors,Beginner Putter,Putter,1,3,0,1
LATITUDE_64_BEETLE,Latitude 64,Beetle,Putter,1,7,-1,0
LIGHTNING_#2_PUTTER,Lightning Discs,#2 Putter,Putter,1,2,-2,1
LIGHTNING_#2_UPSHOT,Lightning Discs,#2 Upshot,Putter,1,3,-2,0
LIGHTNING_UPSHOT,Lightning Discs,Upshot,Putter,1,3,-2,0
YIKUN_CLAWS,Yikun Sports,Claws,Putter,1,2,0,0
DISCMANIA_GUARDIAN_LION,Discmania,Guardian Lion,Putter,1,3,0,1
